target,Wife_Education,Husband_Education,Children,Wife_religion,Wife_working,Husband_Occupation,SOLI,Media_Exposure,Contraceptive_Method,Residual_signed,Residual,Residual_CV
35,2,4,6,1,1,3,4,0,3,-0.6199999999999974,0.38439999999999686,0.47609999999999686
24,2,3,5,1,1,3,3,0,3,-9.525392857142855,90.73310908290811,4.622499999999994
28,4,4,2,1,1,1,4,0,3,-1.3155853590853575,1.7307648370397488,6.200099999999992
36,4,4,3,0,0,2,4,0,3,2.726214285714285,7.432244331632648,9.672099999999997
47,4,4,5,1,1,1,3,0,3,3.907285714285706,15.26688165306116,9.734399999999985
26,4,4,2,1,0,1,4,0,3,-7.980677600177607,63.69121495797661,2.7060249999999986
22,3,4,2,0,1,3,4,0,3,-5.710000000000001,32.60410000000001,19.40402500000001
30,4,4,2,1,1,4,3,0,3,1.4019325396825444,1.965414845820749,10.112399999999997
41,4,4,5,1,1,1,4,0,3,0.94617316017316,0.8952436490320643,0.27040000000000325
19,4,4,1,1,1,3,2,0,3,-4.54338095238095,20.64231047845803,0.05062500000000064
45,3,4,2,0,1,3,3,0,3,6.645000000000003,44.15602500000004,53.21702500000003
35,1,2,5,1,1,2,2,1,3,0.18999999999999773,0.03609999999999913,4.752399999999999
21,2,2,1,1,1,3,2,0,3,1.405023809523815,1.9740919053288135,43.1649
32,1,2,6,0,1,2,3,0,3,-2.530000000000001,6.400900000000005,1.3456000000000004
32,3,4,5,0,1,3,4,0,3,-0.9099999999999966,0.8280999999999938,0.11902499999999921
46,2,3,6,0,0,3,4,0,3,4.149999999999999,17.22249999999999,12.638024999999997
41,1,2,6,1,1,3,3,0,3,2.6300000000000026,6.916900000000013,9.333024999999997
36,4,4,3,0,1,3,4,0,3,-0.06288492063492157,0.003954513243260385,0.5550249999999962
37,3,4,3,0,1,3,4,0,3,0.2595833333333317,0.0673835069444436,1.9880999999999904
37,3,4,4,0,1,2,4,0,3,1.0499999999999972,1.102499999999994,0.0702250000000003
35,4,4,3,0,1,3,4,0,3,-1.0628849206349216,1.1297243545131035,5.152900000000014
29,2,3,4,1,1,3,2,0,3,-0.9039999999999964,0.8172159999999934,0.0015999999999999318
28,4,4,2,0,1,2,4,0,3,-1.2840000000000025,1.6486560000000063,5.336099999999994
46,4,4,4,0,1,1,4,0,3,5.22349206349206,27.284869337364537,1.0404000000000064
34,4,3,3,0,1,2,4,0,3,-1.2166666666666686,1.4802777777777825,0.41602500000000403
43,3,3,2,0,0,3,4,0,3,2.450000000000003,6.002500000000014,17.015625
28,4,4,3,0,0,3,4,0,3,-2.562999999999999,6.568968999999994,7.6452250000000035
28,3,3,3,1,0,2,4,0,3,-1.4466666666666654,2.0928444444444407,6.656399999999991
34,4,4,6,1,1,2,2,0,3,-2.082333333333338,4.336112111111131,0.348100000000004
27,2,4,4,1,1,3,4,0,3,-0.8904999999999959,0.7929902499999926,2.5600000000000045
36,1,3,6,1,1,3,2,0,3,-0.1283333333333374,0.01646944444444549,0.5625
17,2,2,0,1,0,3,2,0,3,-2.428904761904761,5.899578342403623,17.55610000000001
21,3,3,1,1,1,3,2,0,3,-1.2264444444444464,1.504165975308647,0.1722249999999993
25,2,2,1,1,1,3,1,0,3,1.6473333333333358,2.7137071111111193,6.300100000000008
23,2,3,2,1,0,3,2,0,3,-1.0566666666666684,1.1165444444444481,5.452225000000004
25,2,2,1,1,1,3,3,0,3,0.8633333333333297,0.7453444444444383,4.906224999999999
35,1,2,4,1,0,4,4,0,3,0.8900000000000006,0.792100000000001,0.4623999999999996
32,3,4,4,1,1,3,2,0,3,1.6099999999999994,2.592099999999998,4.0804000000000125
37,2,3,5,1,1,4,2,0,3,1.4918333333333322,2.225566694444441,4.1820250000000065
31,3,4,4,1,0,3,3,0,3,-1.6340000000000003,2.6699560000000013,12.780624999999995
25,3,4,3,1,1,3,4,0,3,-2.5647023809523795,6.577698302862804,0.4623999999999996
26,3,4,4,1,1,2,4,0,3,-0.49666666666666615,0.24667777777777727,12.25
39,1,2,2,1,0,2,4,0,3,3.6599999999999966,13.395599999999975,1.010025000000005
21,3,3,2,1,1,2,3,0,3,-2.386666666666674,5.6961777777778115,5.336099999999994
35,3,2,9,1,0,3,4,0,3,-2.1216666666666626,4.501469444444427,1.9880999999999904
20,2,2,1,1,1,3,2,0,3,0.405023809523815,0.1640442862811836,8.439025000000006
40,2,3,5,1,1,3,3,0,3,6.4746071428571454,41.92053765433677,2.6082250000000062
41,3,3,7,0,1,2,4,0,3,2.094999999999999,4.389024999999995,0.08122499999999806
36,2,4,8,1,1,1,4,0,3,-2.210000000000001,4.884100000000004,0.09922499999999856
40,2,4,3,0,1,3,4,0,3,1.3026785714285722,1.696971460459186,5.382400000000001
32,4,4,3,1,0,1,4,0,3,-1.1443701021201136,1.3095829306263993,0.0030249999999999687
24,3,4,4,1,1,2,3,0,3,-1.4338333333333324,2.055878027777775,20.52090000000001
20,3,4,1,0,1,2,4,0,3,-0.9419999999999966,0.8873639999999936,22.5625
32,4,4,4,1,0,1,4,0,3,-3.4538571428571387,11.929129163265278,7.236099999999988
22,2,2,3,1,0,3,3,0,3,-1.620000000000001,2.624400000000003,11.222500000000009
30,3,3,4,1,0,2,2,0,3,-1.5405000000000015,2.373140250000005,0.3782249999999981
31,4,4,3,1,0,1,4,0,3,-2.1443701021201136,4.598323134866626,4.972899999999986
35,3,4,5,1,1,1,4,0,3,1.2583174603174783,1.5833628309398284,0.8556249999999948
38,4,4,2,1,1,3,4,0,3,10.56927380952381,111.70954886068596,2.3715999999999973
31,4,4,1,1,1,1,4,0,3,3.910919552669558,15.295291747453055,3.258024999999999
25,4,4,2,1,1,2,4,0,3,-5.274928571428568,27.82487143367343,2.9929000000000014
30,4,4,2,1,1,1,4,0,3,0.6844146409146425,0.4684234006983191,6.325225000000003
22,1,2,2,1,1,3,4,0,3,-3.0650000000000013,9.394225000000008,20.657025000000015
31,4,4,3,1,1,1,4,0,3,-4.16641805253569,17.35903938849529,0.05062500000000064
29,4,4,3,1,1,3,4,0,3,0.6768333333333381,0.4581033611111175,8.294399999999994
29,2,3,3,1,0,3,2,0,3,0.7516666666666652,0.5650027777777755,0.01322499999999964
38,4,4,3,0,0,3,3,1,3,2.6786666666666648,7.175255111111101,0.05062500000000064
22,3,4,2,1,1,2,4,0,3,-1.1058333333333294,1.2228673611111025,10.272024999999989
45,4,4,3,1,1,1,4,0,3,9.83358194746431,96.69933391749598,10.04890000000001
26,3,4,3,1,1,3,2,0,3,-4.8492142857142895,23.514879188775545,11.055624999999996
37,4,4,3,0,1,3,4,0,3,0.9371150793650784,0.8781846719734172,0.4623999999999996
36,4,4,3,0,1,2,4,0,3,-2.383333333333333,5.680277777777776,13.579225000000017
33,4,4,2,1,1,2,4,0,3,2.7250714285714324,7.426014290816347,1.1342249999999952
32,4,4,3,1,0,1,4,0,3,-1.1443701021201136,1.3095829306263993,0.0650250000000013
35,4,4,4,0,0,1,4,0,3,-1.3443333333333314,1.8072321111111058,0.22089999999999893
25,4,4,1,1,1,1,4,0,3,-2.089080447330442,4.36425711541836,0.6006249999999977
31,4,4,3,1,1,4,4,0,3,0.35900000000000176,0.12888100000000127,7.812025000000009
25,2,3,5,1,1,2,3,0,3,-2.807333333333336,7.881120444444459,14.402025000000013
26,3,2,5,1,1,2,2,0,3,-2.4400000000000013,5.953600000000006,2.6568999999999967
23,2,3,3,1,1,2,3,0,3,-2.211666666666673,4.891469444444473,5.664399999999995
28,3,4,3,1,1,1,4,0,3,1.6744999999999983,2.8039502499999944,28.676024999999967
34,3,4,3,0,0,3,4,0,3,-0.06750000000000256,0.004556250000000346,0.9603999999999939
46,3,4,9,1,1,3,4,0,3,5.838333333333338,34.086136111111166,1.2996000000000012
25,4,4,1,1,1,1,4,0,3,-2.089080447330442,4.36425711541836,0.4290250000000015
21,2,1,3,1,0,3,1,1,3,-2.9400000000000013,8.643600000000008,7.812025000000009
25,2,3,4,1,0,3,2,0,3,-2.3150000000000013,5.359225000000006,3.204099999999997
28,2,3,6,1,1,2,4,0,3,-4.780000000000001,22.848400000000012,7.2899999999999965
36,2,4,11,1,1,1,4,1,3,-2.2333333333333343,4.987777777777782,0.577599999999997
46,1,2,9,1,0,3,4,1,3,1.8200000000000003,3.312400000000001,6.002500000000014
35,2,2,6,1,0,3,1,1,1,-3.3900000000000006,11.492100000000004,3.459599999999998
41,3,2,11,1,1,2,3,0,1,-1.3299999999999983,1.7688999999999955,12.145224999999996
27,2,4,1,1,0,1,1,0,1,-0.8460000000000036,0.7157160000000061,0.04410000000000036
25,4,4,0,1,0,3,4,0,1,-1.6921904761904756,2.8635086077097487,0.00022500000000001704
23,2,2,2,1,1,3,3,0,1,-2.0864285714285735,4.353184183673478,4.410000000000006
48,1,1,1,1,0,3,3,1,1,3.6799999999999997,13.542399999999997,7.952400000000002
23,4,4,0,1,0,1,4,0,1,-3.765455266955261,14.178653367441115,1.2432249999999965
31,3,4,2,1,1,3,3,0,1,6.100297619047623,37.2136310409581,43.29639999999998
49,4,4,1,1,1,3,4,0,1,17.98490476190477,323.45679929478484,20.611599999999992
42,2,3,2,1,1,1,4,0,1,4.229999999999997,17.892899999999972,20.205024999999978
26,2,4,3,1,1,3,4,0,1,-0.9021904761904729,0.8139476553287922,17.808399999999992
21,2,2,1,1,1,3,2,0,1,-3.929666666666666,15.442280111111106,4.622499999999994
29,3,4,4,1,1,1,4,0,1,-1.6530000000000022,2.7324090000000076,7.425625000000008
38,1,2,12,1,1,2,3,0,1,-1.6857142857142833,2.8416326530612164,0.10562500000000184
25,4,4,2,1,1,3,2,0,1,-2.7777142857142856,7.715696653061224,8.555625000000004
22,4,4,0,1,1,3,2,0,1,-0.8299999999999983,0.6888999999999972,1.4399999999999984
20,3,4,0,1,1,3,3,0,1,-3.68375,13.570014062499999,0.245025000000001
35,4,4,1,1,1,1,3,0,1,5.443031746031739,29.62659458830932,6.027024999999991
32,2,3,1,1,1,3,3,0,1,6.4064999999999905,41.04324224999988,23.088025
38,2,4,3,1,1,1,3,0,1,1.4200000000000017,2.016400000000005,31.080625000000033
27,1,2,4,1,1,1,4,1,1,-5.981999999999999,35.78432399999999,9.030024999999995
41,2,4,1,1,1,2,3,0,1,6.685000000000002,44.68922500000003,3.744225000000009
28,3,4,0,1,0,1,3,0,1,-0.7896388888888879,0.6235295748456774,15.80062500000001
23,4,4,1,1,0,3,3,0,1,-8.08609523809524,65.38493619954652,0.9312249999999997
27,4,4,1,0,0,2,4,0,1,-1.1446666666666658,1.3102617777777759,0.2862250000000002
33,4,4,2,0,1,1,4,0,1,-2.9961720779220755,8.977047120519888,11.32322499999999
39,2,2,5,1,0,3,2,1,1,0.4099999999999966,0.1680999999999972,4.687224999999996
41,2,2,5,0,1,2,2,0,1,0.8200000000000003,0.6724000000000004,3.5910250000000117
40,2,2,8,1,1,1,3,0,1,-1.6799999999999997,2.822399999999999,8.06560000000002
43,3,4,10,1,1,3,3,0,1,-0.10000000000000142,0.010000000000000285,7.812025000000009
35,3,4,6,1,0,2,2,0,1,-1.314,1.7265960000000002,0.05522499999999973
32,3,4,0,1,1,3,4,0,1,-0.4695000000000107,0.22043025000001004,61.30889999999997
49,2,3,4,1,1,2,3,0,1,5.59176190476191,31.267801199546543,4.950625000000007
47,2,2,4,1,1,3,1,0,1,6.68,44.6224,0.30802499999999966
42,4,4,1,1,1,2,4,0,1,3.44139393939394,11.843192246097342,8.151024999999983
48,4,4,4,0,1,1,4,0,1,4.307464285714289,18.55424857270411,8.409999999999991
42,4,4,3,1,1,1,4,0,1,9.167355894105903,84.04041408919824,9.548100000000021
37,4,4,2,1,1,1,4,0,1,2.3515150682650656,5.529623116277656,14.478024999999997
23,3,3,1,1,0,2,4,0,1,-1.1359999999999957,1.29049599999999,2.7889000000000057
24,3,4,0,1,0,2,3,0,1,-3.117166666666673,9.716728027777817,2.8056250000000023
43,2,3,3,0,1,2,3,0,1,4.289999999999999,18.404099999999993,16.728100000000026
24,3,3,2,1,0,3,2,0,1,-2.446666666666669,5.986177777777789,0.38440000000000124
29,2,4,0,1,0,3,4,0,1,-1.0425000000000004,1.0868062500000009,18.0625
45,1,1,0,0,0,2,1,0,1,4.924999999999997,24.255624999999974,2.6243999999999916
31,4,4,3,1,0,2,3,0,1,-2.5700000000000003,6.6049000000000015,10.304100000000005
44,1,4,9,1,1,1,2,0,1,-0.1599999999999966,0.02559999999999891,0.021025000000000908
28,2,3,1,1,1,3,1,0,1,1.2093333333333298,1.4624871111111026,1.5252249999999985
28,3,4,1,0,1,2,2,0,1,1.161333333333335,1.3486951111111152,10.239999999999995
33,1,2,0,1,0,3,3,0,1,-2.3599999999999994,5.569599999999998,30.69159999999999
43,4,4,6,1,1,1,3,0,1,-1.211666666666659,1.4681361111110922,11.833599999999985
34,3,4,4,1,1,1,3,0,1,-0.5758333333333354,0.3315840277777802,1.904400000000007
36,1,4,2,1,1,2,2,0,1,1.8999999999999986,3.6099999999999945,71.23359999999997
22,4,4,0,1,0,2,4,0,1,-4.144899350649357,17.180190627013463,0.00010000000000003127
35,2,3,8,1,1,3,3,1,1,-1.5300000000000011,2.3409000000000035,5.405625000000013
25,4,4,1,1,1,1,4,0,1,-7.813249960608701,61.04687494695187,0.19360000000000113
43,1,2,8,1,1,2,2,1,1,0.6133333333333368,0.37617777777778205,1.3110250000000072
46,1,4,8,1,1,1,4,1,1,-0.020000000000003126,0.0004000000000001251,2.3562249999999896
27,3,4,2,1,1,1,3,0,1,-3.2248333333333363,10.399550027777797,2.117024999999995
30,1,1,7,1,1,2,3,0,1,-5.990000000000002,35.88010000000003,0.10562499999999954
25,4,4,1,1,1,3,4,0,1,-6.015095238095231,36.181370723355926,15.840400000000004
42,4,4,1,1,0,1,4,0,1,4.5632471139971145,20.823224223402995,8.352100000000004
30,1,3,1,1,1,3,4,0,1,-2.9849999999999994,8.910224999999997,66.74890000000003
27,3,3,4,1,1,2,4,0,1,-8.455333333333336,71.49266177777781,9.424900000000001
45,2,3,11,1,1,2,3,0,1,1.6799999999999997,2.822399999999999,0.29702500000000187
29,3,4,2,1,1,1,3,0,1,-1.2248333333333363,1.5002166944444517,4.730625000000003
36,1,4,1,1,1,3,3,0,1,0.9266666666666623,0.858711111111103,0.2652250000000006
49,1,2,8,1,1,3,1,1,1,1.9200000000000017,3.6864000000000066,9.455625000000017
47,1,4,7,1,1,2,3,0,1,3.5,12.25,0.0015999999999999318
30,4,4,4,1,1,2,4,0,1,-3.6819523809523815,13.556773335600912,8.094024999999993
24,2,3,2,1,1,3,1,0,1,-0.8476666666666688,0.7185387777777814,1.221025000000001
48,1,1,6,1,1,2,3,1,1,2.200000000000003,4.840000000000012,2.2952250000000016
47,1,2,2,1,1,2,3,1,1,2.261571428571422,5.114705326530582,4.202499999999988
24,3,4,1,1,0,3,3,0,1,-3.1124761904761904,9.687508036281178,2.175625000000004
48,3,4,5,1,1,2,3,0,1,4.981666666666669,24.8170027777778,10.112399999999997
38,1,2,8,1,1,3,3,1,1,-4.558380952380951,20.77883690702946,30.25
45,3,4,0,1,1,1,3,0,1,13.19631746031746,174.14279451347943,0.03609999999999913
43,4,4,3,0,1,2,4,0,1,1.2289999999999992,1.5104409999999981,25.85722500000001
33,1,1,5,1,1,3,1,1,1,-0.8599999999999994,0.739599999999999,0.04000000000000114
37,3,4,7,1,1,3,4,0,1,-1.9683333333333337,3.8743361111111128,8.497224999999995
36,2,1,6,1,1,2,3,0,1,-0.9099999999999966,0.8280999999999938,0.0420249999999993
25,3,4,3,1,1,1,1,0,1,-2.960000000000001,8.761600000000005,1.5006250000000034
49,4,4,6,0,0,1,4,0,1,0.5799999999999983,0.33639999999999803,2.772224999999997
30,4,4,1,1,0,1,4,0,1,-7.4367528860028855,55.30529348747225,29.2681
35,4,4,5,1,1,1,4,0,1,-3.693222222222225,13.63989038271607,1.904400000000007
28,2,4,0,1,1,3,1,0,1,1.4053333333333384,1.9749617777777921,1.7822250000000022
30,4,2,0,1,0,3,3,0,1,-0.4499999999999993,0.20249999999999935,2.5280999999999993
27,4,4,2,1,0,1,4,0,1,-6.578166666666661,43.27227669444437,1.1556249999999986
45,2,4,8,1,1,2,3,0,1,1.4750000000000014,2.175625000000004,0.525625000000002
46,3,1,5,1,1,3,2,0,1,4.270000000000003,18.232900000000026,0.230399999999997
28,1,4,0,1,0,4,1,0,1,-0.311666666666671,0.0971361111111138,0.010000000000000285
21,2,4,0,1,1,2,2,0,1,-0.47633333333333283,0.22689344444444395,11.594025000000007
20,3,4,2,1,1,3,3,0,1,-4.899702380952377,24.00708342191039,6.682225000000004
28,3,3,5,1,1,3,3,0,1,-2.650666666666666,7.026033777777775,1.638400000000003
25,3,3,1,1,1,2,2,0,1,0.423333333333332,0.17921111111111,2.25
38,1,2,6,1,1,2,1,1,1,-1.1700000000000017,1.368900000000004,0.140625
20,3,4,1,1,1,3,2,0,1,-1.1099999999999994,1.2320999999999986,1.4883999999999973
24,3,4,2,1,1,2,4,0,1,-2.5611904761904754,6.559696655328794,0.6560999999999979
39,3,1,1,1,1,2,3,0,1,3.210000000000001,10.304100000000005,91.77639999999997
25,1,3,1,1,1,4,2,0,1,-2.3480000000000025,5.513104000000012,2.1462249999999994
23,3,4,4,1,1,3,1,1,1,-4.489999999999998,20.160099999999986,6.275024999999995
24,4,4,1,1,0,1,3,0,1,-8.172412698412707,66.78832931317726,7.452900000000002
26,4,4,3,1,1,1,4,0,1,-6.832644105894097,46.68502547780935,3.802499999999997
20,3,4,2,1,1,3,2,0,1,-1.3252142857142886,1.756192903061232,11.122225000000006
31,3,3,1,1,0,3,4,0,1,1.6283333333333303,2.6514694444444347,10.368399999999992
22,4,4,0,1,1,2,1,1,1,-1.3900000000000006,1.9321000000000015,0.9408999999999978
36,2,3,6,1,1,2,3,0,1,-0.6000000000000014,0.3600000000000017,0.05289999999999856
45,3,4,0,1,1,1,3,0,1,13.19631746031746,174.14279451347943,0.0323999999999999
47,2,2,7,1,1,2,2,0,1,3.1899999999999977,10.176099999999986,0.348100000000004
30,2,3,1,1,1,2,1,0,1,4.376666666666669,19.15521111111113,28.56902499999999
35,4,4,3,1,1,1,4,0,1,2.167355894105903,4.697431571715597,15.602500000000022
34,2,2,9,1,0,2,3,0,1,-2.520000000000003,6.350400000000016,1.7956000000000092
28,4,4,1,1,0,1,3,0,1,-4.172412698412707,17.409027725875607,7.31702499999999
18,3,4,1,1,1,3,3,0,1,-0.3968333333333369,0.15747669444444728,25.75562499999999
25,2,3,2,1,1,3,2,0,1,-3.491333333333337,12.189408444444469,7.398399999999993
27,3,4,0,1,0,3,3,0,1,-0.605000000000004,0.3660250000000048,0.33639999999999803
21,4,4,1,1,1,3,4,0,1,-10.015095238095231,100.30213262811777,3.553225000000006
19,4,4,1,1,1,1,3,0,1,-10.556968253968261,111.44957871529367,11.189024999999992
26,4,4,0,1,1,3,4,0,1,-2.1583333333333314,4.65840277777777,24.800400000000003
28,4,4,5,1,1,1,4,0,1,-10.693222222222225,114.34500149382723,2.4999999999990054e-05
38,1,3,4,1,0,2,2,0,1,-0.46333333333333826,0.21467777777778235,17.640000000000025
39,2,3,10,1,1,3,4,0,1,-1.1000000000000014,1.210000000000003,0.1806249999999976
45,2,3,6,1,1,3,2,1,1,2.2250000000000014,4.950625000000007,0.3306250000000033
30,3,4,4,0,1,2,3,0,1,-4.975000000000001,24.750625000000014,4.950625000000007
47,2,4,2,1,1,3,2,1,1,6.795000000000002,46.172025000000026,91.20249999999994
38,2,2,6,1,1,3,4,0,1,-0.11500000000000199,0.013225000000000457,0.030624999999999004
42,3,3,5,1,1,2,2,0,1,2.1099999999999994,4.452099999999998,0.009024999999999783
31,4,4,2,1,1,1,2,0,1,1.5669007936507882,2.45517809714347,4.141224999999986
44,1,2,2,1,1,3,1,0,1,2.9680000000000035,8.80902400000002,19.580624999999976
42,4,4,3,1,0,1,4,0,1,4.550887640137631,20.71057831315746,1.1556250000000061
28,4,4,2,1,1,1,3,0,1,0.9435739538239467,0.8903318063349556,4.161599999999996
34,2,4,6,1,0,3,4,0,1,-1.3200000000000003,1.7424000000000008,2.4336000000000073
45,1,3,7,1,0,1,3,0,1,0.5799999999999983,0.33639999999999803,4.284900000000001
43,4,4,5,1,1,1,3,0,1,1.4106904761904744,1.9900476196145074,8.761600000000005
28,3,4,0,1,0,3,4,0,1,2.9819999999999993,8.892323999999997,14.250624999999989
27,3,4,0,1,1,3,3,0,1,3.31625,10.9975140625,0.6162250000000002
26,2,3,1,1,0,4,4,0,1,-0.17999999999999972,0.0323999999999999,8.73202499999999
26,3,4,1,0,1,2,2,0,1,-0.8386666666666649,0.7033617777777748,5.8081000000000005
37,3,4,4,1,0,2,4,0,1,0.4624999999999986,0.2139062499999987,1.2769000000000057
48,3,4,11,1,1,1,4,0,1,0.11500000000000199,0.013225000000000457,10.144225000000015
47,2,3,12,1,1,3,1,0,1,1.75,3.0625,6.30009999999999
22,2,4,1,1,1,3,4,0,1,2.045666666666669,4.184752111111122,108.26402500000002
48,4,4,1,0,1,1,4,0,1,4.672891358641344,21.835913649664946,54.53822499999997
42,1,3,12,1,1,2,4,0,1,-0.7199999999999989,0.5183999999999984,0.1295999999999996
32,4,4,3,1,1,1,4,0,1,-0.8326441058940972,0.6932962070801806,12.320099999999986
33,4,4,3,0,0,1,3,0,1,0.005000000000002558,2.5000000000025578e-05,2.6082250000000062
45,4,4,1,1,0,1,4,0,1,7.5632471139971145,57.20270690738568,15.249025000000008
26,2,3,1,1,0,3,4,1,1,-1.6799999999999997,2.822399999999999,0.39689999999999875
45,4,4,1,1,1,1,4,0,1,12.186750039391299,148.51687652260384,0.04410000000000036
25,3,3,1,1,0,2,4,0,1,0.8640000000000043,0.7464960000000075,29.593600000000013
36,4,3,3,1,0,3,2,0,1,1.3299999999999983,1.7688999999999955,8.880399999999982
31,3,3,2,1,0,3,3,0,1,0.8941666666666634,0.799534027777772,3.6290250000000044
22,3,4,2,1,1,3,3,0,1,-2.8997023809523768,8.408273898100882,1.1990249999999976
46,4,4,10,1,1,1,3,0,1,0.03999999999999915,0.0015999999999999318,2.280099999999994
26,2,3,3,1,1,3,4,0,1,2.882690476190483,8.309904381519312,71.74089999999998
25,3,2,1,1,0,3,3,0,1,-3.0700000000000003,9.424900000000001,0.792100000000001
20,4,4,0,0,0,2,4,0,1,-6.535999999999994,42.71929599999992,15.132100000000005
31,3,4,3,0,0,2,4,0,1,-1.8900000000000006,3.572100000000002,1.1449000000000007
36,3,3,3,0,0,2,3,1,1,-0.10999999999999943,0.012099999999999875,5.405625000000013
47,3,2,5,1,1,4,4,0,1,4.789999999999999,22.94409999999999,0.011024999999999343
43,3,4,2,0,1,3,4,0,1,1.2899999999999991,1.6640999999999977,28.515600000000035
20,3,4,0,1,1,3,3,0,1,-3.68375,13.570014062499999,0.00490000000000004
24,4,4,4,1,1,1,4,0,1,-14.303297619047633,204.5843227790537,35.880099999999985
33,2,2,3,0,0,2,4,0,1,-1.5549999999999997,2.418024999999999,1.1990249999999976
41,3,4,3,0,1,2,4,0,1,0.39333333333333087,0.15471111111110916,12.96000000000001
48,3,4,4,0,1,2,4,0,1,5.336666666666673,28.480011111111178,4.305625000000012
32,4,4,1,0,1,1,4,0,1,-11.327108641358656,128.30339017314193,73.01702500000003
38,3,3,4,0,0,3,2,1,1,1.2700000000000031,1.612900000000008,3.9006250000000056
48,3,4,8,1,1,3,3,0,1,4.168666666666667,17.377781777777777,12.285025000000019
34,1,3,4,1,0,3,4,0,1,-1.0200000000000031,1.0404000000000064,2.7889000000000057
31,1,1,6,1,1,3,2,0,1,-4.57,20.884900000000002,4.494399999999989
46,1,2,7,1,1,3,1,1,1,0.990000000000002,0.980100000000004,16.24090000000001
45,2,2,7,1,1,3,1,1,1,2.25,5.0625,1.2543999999999942
34,3,4,4,0,1,3,1,1,1,1.1599999999999966,1.3455999999999921,11.323225000000013
16,2,4,1,1,1,3,4,0,1,-3.954333333333331,15.636752111111091,25.553024999999998
18,3,2,1,1,1,3,1,0,1,-4.300000000000001,18.490000000000006,1.7688999999999955
22,2,2,1,1,1,3,1,1,1,-2.3716666666666697,5.624802777777792,1.0920250000000036
32,2,2,2,1,1,2,4,0,1,0.653333333333336,0.4268444444444479,1.2432249999999965
41,1,3,3,1,0,2,4,0,1,2.2816666666666663,5.206002777777776,0.13322500000000145
22,3,3,2,1,1,2,4,0,1,-12.219285714285718,149.31094336734702,0.255024999999999
23,3,2,0,1,1,2,2,0,1,-2.77483333333333,7.699700027777759,8.673025
22,3,4,0,1,0,3,4,0,1,-3.0180000000000007,9.108324000000005,0.3720999999999993
40,2,2,6,1,1,2,2,1,1,-0.14000000000000057,0.01960000000000016,6.100899999999994
29,3,4,1,0,1,2,3,0,1,-2.6824761904761907,7.195678512471656,44.823025
42,4,4,0,0,0,3,4,0,1,4.327500000000001,18.727256250000003,38.50202499999998
29,3,4,2,1,1,3,4,0,1,2.255642857142856,5.087924698979587,25.250624999999985
31,3,2,1,1,1,3,4,0,1,-0.5766666666666644,0.33254444444444187,42.18502500000001
28,4,4,3,0,0,1,4,0,1,-2.917166666666663,8.50986136111109,18.0625
21,2,3,0,1,1,3,4,0,1,-0.5733333333333306,0.32871111111110796,15.132100000000005
26,4,4,2,1,1,1,3,0,1,-1.0564260461760533,1.1160359910391686,6.579225000000006
37,3,4,0,1,1,3,4,0,1,4.530499999999989,20.525430249999904,0.1722249999999993
24,3,4,2,1,1,2,2,0,1,-0.5093333333333341,0.25942044444444523,0.30802499999999966
25,4,4,0,0,1,2,4,0,1,0.8596666666666657,0.7390267777777761,29.593600000000013
22,2,1,0,1,1,2,2,0,1,-0.5899999999999999,0.34809999999999985,1.404224999999997
45,4,4,1,1,1,1,4,0,1,12.186750039391299,148.51687652260384,0.24502499999999747
47,4,4,1,1,1,1,4,0,1,14.186750039391299,201.26387668016903,1.7556250000000075
28,4,4,5,1,0,3,4,0,1,-2.5549999999999997,6.528024999999999,16.646399999999986
24,2,2,4,1,1,3,4,0,1,-2.5100000000000016,6.300100000000008,5.664399999999995
34,3,3,6,1,1,2,3,0,1,-0.6073333333333295,0.3688537777777731,5.953599999999989
47,2,3,5,1,1,1,1,0,1,4.450000000000003,19.802500000000027,2.8056249999999903
31,3,4,2,1,1,1,4,0,1,-1.1950000000000003,1.4280250000000008,0.765625
26,1,3,1,1,1,3,1,0,1,-1.629999999999999,2.6568999999999967,2.235025000000003
25,4,4,3,1,1,1,2,0,1,-2.6900000000000013,7.236100000000007,11.492100000000004
47,1,1,4,1,1,2,2,0,1,2.5799999999999983,6.656399999999991,6.225024999999987
48,1,1,8,1,1,1,1,1,1,1.4699999999999989,2.1608999999999967,2.3256249999999956
38,2,2,10,1,1,3,2,0,1,-1.1400000000000006,1.2996000000000012,0.40322499999999745
32,1,3,4,1,1,2,2,1,1,-4.046666666666667,16.375511111111113,11.902499999999995
47,1,2,2,1,1,2,4,0,1,1.5846428571428532,2.511092984693865,22.75290000000003
27,4,4,3,1,1,1,4,0,1,-5.832644105894097,34.01973726602115,5.0850249999999955
40,1,1,0,1,1,3,2,0,1,1.6799999999999997,2.822399999999999,3.3856000000000126
46,4,4,6,1,1,1,4,0,1,0.4443333333333328,0.19743211111111064,14.402025000000013
33,3,3,3,1,1,3,4,0,1,1.1733333333333356,1.3767111111111163,2.8056249999999903
49,1,2,5,1,0,2,2,1,1,4.539999999999999,20.611599999999992,10.176099999999986
21,2,4,3,1,1,3,2,0,1,-2.6173333333333346,6.850433777777784,20.793599999999987
31,4,4,0,0,0,2,4,0,1,4.464000000000006,19.92729600000005,63.20250000000004
42,4,4,4,1,1,3,4,0,2,0.7374999999999972,0.5439062499999958,25.60360000000002
